sample_id,source_video_id,window_id,mean_bubble_count,max_bubble_count,std_bubble_count,continuity_ratio,mean_vertical_chain,temporal_variance,prev3_mean_bubble_count,prev3_std_bubble_count,prev3_continuity_ratio,prev3_mean_vertical_chain,leak_evolution,label
NL_STATIC_DENSE_V001_W0024,NL_STATIC_DENSE_V001,24,27.55,30.03,1.55,0.997,1.5,2.4025,27.86,1.69,0.998,1.5,0.0062,0
NL_STATIC_DENSE_V001_W0025,NL_STATIC_DENSE_V001,25,20.03,22.63,1.47,0.997,1.4,2.1609,19.91,1.31,0.992,1.31,-0.0032,0
NL_STATIC_DENSE_V001_W0026,NL_STATIC_DENSE_V001,26,19.31,21.4,0.93,0.996,1.23,0.8649,19.17,0.78,0.99,1.29,0.0065,0
NL_STATIC_DENSE_V001_W0027,NL_STATIC_DENSE_V001,27,14.32,16.56,0.63,0.991,1.21,0.3969,14.54,0.82,0.99,1.18,0.0027,0
NL_STATIC_DENSE_V001_W0028,NL_STATIC_DENSE_V001,28,25.9,27.45,1.16,0.991,1.39,1.3456,26.1,1.12,0.983,1.32,0.0067,0
NL_STATIC_DENSE_V001_W0029,NL_STATIC_DENSE_V001,29,15.0,17.1,1.57,0.997,1.18,2.4649,15.06,1.62,0.988,1.13,0.0048,0
NL_STATIC_DENSE_V001_W0030,NL_STATIC_DENSE_V001,30,17.12,19.64,0.52,0.991,1.18,0.2704,17.32,0.51,0.982,1.18,0.0071,0
NL_STATIC_DENSE_V001_W0031,NL_STATIC_DENSE_V001,31,19.47,20.82,1.15,0.994,1.35,1.3225,19.34,1.2,0.99,1.42,-0.0091,0
NL_STATIC_DENSE_V001_W0032,NL_STATIC_DENSE_V001,32,23.17,24.5,0.61,0.996,1.33,0.3721,23.25,0.56,0.993,1.32,0.0088,0
NL_STATIC_DENSE_V001_W0033,NL_STATIC_DENSE_V001,33,20.91,23.8,1.08,1.0,1.45,1.1664,20.51,0.89,0.982,1.48,-0.0086,0
NL_STATIC_DENSE_V001_W0034,NL_STATIC_DENSE_V001,34,11.42,13.06,1.77,0.99,1.2,3.1329,11.62,1.82,0.998,1.24,-0.0076,0
NL_STATIC_DENSE_V001_W0035,NL_STATIC_DENSE_V001,35,26.07,27.63,0.77,0.998,1.55,0.5929,25.94,0.88,0.987,1.64,-0.0017,0
NL_STATIC_DENSE_V001_W0036,NL_STATIC_DENSE_V001,36,27.17,29.03,1.63,0.998,1.44,2.6569,27.49,1.55,0.998,1.42,0.0001,0
NL_STATIC_DENSE_V001_W0037,NL_STATIC_DENSE_V001,37,10.22,13.03,0.64,0.993,1.2,0.4096,10.35,0.62,0.986,1.16,0.0015,0
NL_STATIC_DENSE_V001_W0038,NL_STATIC_DENSE_V001,38,23.45,25.96,1.69,0.998,1.34,2.8561,23.5,1.66,0.998,1.32,-0.0088,0
NL_STATIC_DENSE_V001_W0039,NL_STATIC_DENSE_V001,39,12.34,13.63,1.64,0.996,1.08,2.6896,11.91,1.77,0.994,0.99,0.004,0
NL_STATIC_DENSE_V001_W0040,NL_STATIC_DENSE_V001,40,11.7,14.67,1.06,0.994,1.2,1.1236,11.95,1.01,0.982,1.26,0.0097,0
NL_STATIC_DENSE_V001_W0041,NL_STATIC_DENSE_V001,41,21.17,23.02,1.86,0.991,1.37,3.4596,20.72,1.71,0.982,1.4,-0.0006,0
NL_STATIC_DENSE_V001_W0042,NL_STATIC_DENSE_V001,42,24.92,27.09,1.94,0.994,1.42,3.7636,25.38,1.75,0.999,1.33,-0.0055,0
NL_STATIC_DENSE_V001_W0043,NL_STATIC_DENSE_V001,43,27.82,29.88,1.99,0.991,1.54,3.9601,27.95,2.07,0.989,1.57,0.0005,0
NL_STATIC_DENSE_V001_W0044,NL_STATIC_DENSE_V001,44,21.69,24.49,0.57,0.993,1.47,0.3249,21.81,0.48,0.984,1.47,-0.0009,0
NL_STATIC_DENSE_V001_W0045,NL_STATIC_DENSE_V001,45,17.07,19.23,0.62,1.0,1.37,0.3844,16.88,0.74,0.994,1.3,0.0007,0
NL_STATIC_DENSE_V001_W0046,NL_STATIC_DENSE_V001,46,28.22,30.86,1.92,0.997,1.57,3.6864,28.58,1.74,0.981,1.54,0.0087,0
NL_STATIC_DENSE_V001_W0047,NL_STATIC_DENSE_V001,47,26.21,29.19,0.73,0.996,1.47,0.5329,26.55,0.71,0.988,1.42,0.0068,0
NL_STATIC_DENSE_V001_W0048,NL_STATIC_DENSE_V001,48,11.13,13.86,1.72,1.0,1.23,2.9584,11.57,1.86,0.985,1.22,0.0054,0
NL_STATIC_DENSE_V001_W0049,NL_STATIC_DENSE_V001,49,12.58,15.49,1.41,0.992,1.2,1.9881,12.2,1.48,0.99,1.25,-0.0028,0
NL_STATIC_DENSE_V001_W0050,NL_STATIC_DENSE_V001,50,20.4,23.11,1.33,0.996,1.43,1.7689,19.93,1.43,0.992,1.47,-0.0073,0
NL_STATIC_DENSE_V001_W0051,NL_STATIC_DENSE_V001,51,14.26,15.53,0.52,0.994,1.22,0.2704,14.66,0.46,0.99,1.28,-0.0013,0
NL_STATIC_DENSE_V001_W0052,NL_STATIC_DENSE_V001,52,17.93,20.18,1.79,0.999,1.22,3.2041,17.69,1.78,1.0,1.22,-0.0002,0
NL_STATIC_DENSE_V001_W0053,NL_STATIC_DENSE_V001,53,16.58,18.84,0.86,0.991,1.19,0.7396,16.21,0.92,0.984,1.15,-0.007,0
NL_STATIC_DENSE_V001_W0054,NL_STATIC_DENSE_V001,54,27.94,29.88,1.5,0.992,1.47,2.25,27.71,1.37,0.982,1.4,-0.0066,0
NL_STATIC_DENSE_V001_W0055,NL_STATIC_DENSE_V001,55,19.22,20.63,1.05,0.995,1.36,1.1025,19.34,0.88,0.997,1.45,0.006,0
NL_STATIC_DENSE_V001_W0056,NL_STATIC_DENSE_V001,56,11.22,12.78,1.71,0.997,1.07,2.9241,11.21,1.76,0.987,1.06,-0.0026,0
NL_STATIC_DENSE_V001_W0057,NL_STATIC_DENSE_V001,57,24.95,26.02,0.88,0.997,1.54,0.7744,24.56,0.86,0.991,1.49,0.0006,0
NL_STATIC_DENSE_V001_W0058,NL_STATIC_DENSE_V001,58,15.38,17.14,0.53,0.993,1.17,0.2809,15.78,0.57,0.994,1.23,-0.0076,0
NL_STATIC_DENSE_V001_W0059,NL_STATIC_DENSE_V001,59,19.97,21.14,1.31,0.996,1.39,1.7161,19.75,1.25,0.993,1.41,-0.0074,0
NL_STATIC_DENSE_V001_W0060,NL_STATIC_DENSE_V001,60,17.12,20.09,1.41,0.992,1.19,1.9881,16.78,1.28,0.986,1.13,-0.0051,0
NL_STATIC_DENSE_V001_W0061,NL_STATIC_DENSE_V001,61,27.94,29.1,1.29,0.994,1.63,1.6641,28.4,1.43,0.996,1.58,-0.002,0
NL_STATIC_DENSE_V001_W0062,NL_STATIC_DENSE_V001,62,13.42,15.76,1.89,0.996,1.2,3.5721,13.1,1.82,0.989,1.2,0.0054,0
NL_STATIC_DENSE_V001_W0063,NL_STATIC_DENSE_V001,63,14.85,16.08,1.42,0.993,1.23,2.0164,14.88,1.24,0.987,1.16,-0.0004,0
NL_STATIC_DENSE_V001_W0064,NL_STATIC_DENSE_V001,64,11.27,14.25,0.98,0.998,1.08,0.9604,11.36,0.97,0.988,1.05,0.0052,0
NL_STATIC_DENSE_V001_W0065,NL_STATIC_DENSE_V001,65,28.59,31.25,1.95,0.991,1.6,3.8025,28.16,2.04,0.991,1.67,-0.0064,0
NL_STATIC_DENSE_V001_W0066,NL_STATIC_DENSE_V001,66,12.8,15.39,0.8,0.992,1.1,0.64,12.82,0.75,0.998,1.08,0.0033,0
NL_STATIC_DENSE_V001_W0067,NL_STATIC_DENSE_V001,67,26.33,28.21,1.07,0.995,1.46,1.1449,26.06,1.23,0.988,1.47,0.0001,0
NL_STATIC_DENSE_V001_W0068,NL_STATIC_DENSE_V001,68,28.13,30.38,0.68,0.999,1.57,0.4624,28.42,0.72,0.991,1.64,-0.0072,0
NL_STATIC_DENSE_V001_W0069,NL_STATIC_DENSE_V001,69,25.77,27.08,0.97,0.992,1.53,0.9409,26.03,1.12,0.987,1.6,0.0014,0
NL_STATIC_DENSE_V001_W0070,NL_STATIC_DENSE_V001,70,12.21,14.91,0.69,0.994,1.21,0.4761,12.43,0.78,0.993,1.25,-0.0054,0
NL_STATIC_DENSE_V001_W0071,NL_STATIC_DENSE_V001,71,20.85,22.36,1.02,0.992,1.45,1.0404,20.82,1.2,0.983,1.46,-0.002,0
NL_STATIC_DENSE_V001_W0072,NL_STATIC_DENSE_V001,72,20.12,22.34,0.53,0.999,1.43,0.2809,20.54,0.61,0.983,1.45,0.0039,0
NL_STATIC_DENSE_V001_W0073,NL_STATIC_DENSE_V001,73,22.13,23.98,1.6,0.999,1.48,2.56,22.62,1.74,0.982,1.56,-0.0077,0
NL_STATIC_DENSE_V001_W0074,NL_STATIC_DENSE_V001,74,27.4,29.44,1.39,0.994,1.43,1.9321,26.9,1.32,0.988,1.44,0.0061,0
NL_STATIC_DENSE_V001_W0075,NL_STATIC_DENSE_V001,75,28.4,30.09,1.02,0.997,1.54,1.0404,28.04,0.89,0.99,1.52,-0.001,0
NL_STATIC_DENSE_V001_W0076,NL_STATIC_DENSE_V001,76,28.3,30.02,1.37,0.996,1.45,1.8769,28.76,1.23,0.988,1.36,-0.0064,0
NL_STATIC_DENSE_V001_W0077,NL_STATIC_DENSE_V001,77,29.94,31.94,1.39,0.991,1.63,1.9321,29.64,1.27,0.981,1.63,0.008,0
NL_STATIC_DENSE_V001_W0078,NL_STATIC_DENSE_V001,78,21.3,22.43,1.66,0.995,1.38,2.7556,21.36,1.53,0.984,1.45,-0.002,0
NL_STATIC_DENSE_V001_W0079,NL_STATIC_DENSE_V001,79,28.92,30.67,0.91,0.996,1.54,0.8281,29.14,0.97,0.981,1.49,-0.0069,0
NL_STATIC_DENSE_V001_W0080,NL_STATIC_DENSE_V001,80,14.62,16.97,0.53,0.991,1.27,0.2809,14.36,0.37,0.985,1.32,0.0031,0
NL_STATIC_DENSE_V001_W0081,NL_STATIC_DENSE_V001,81,27.11,29.77,1.1,0.997,1.46,1.21,26.63,0.93,0.984,1.36,0.0079,0
NL_STATIC_DENSE_V001_W0082,NL_STATIC_DENSE_V001,82,13.63,15.79,1.13,0.999,1.25,1.2769,13.51,1.17,0.985,1.28,-0.0048,0
NL_STATIC_DENSE_V001_W0083,NL_STATIC_DENSE_V001,83,18.19,20.29,1.15,0.993,1.39,1.3225,18.56,1.15,0.998,1.45,-0.0072,0
NL_STATIC_DENSE_V001_W0084,NL_STATIC_DENSE_V001,84,18.5,19.55,0.9,0.995,1.33,0.81,18.84,1.1,0.991,1.27,-0.0072,0
NL_STATIC_DENSE_V001_W0085,NL_STATIC_DENSE_V001,85,15.45,16.48,1.87,0.991,1.25,3.4969,15.6,2.0,0.984,1.15,0.0011,0
NL_STATIC_DENSE_V001_W0086,NL_STATIC_DENSE_V001,86,12.74,15.54,1.81,0.996,1.19,3.2761,13.15,1.78,0.988,1.19,-0.0065,0
NL_STATIC_DENSE_V001_W0087,NL_STATIC_DENSE_V001,87,10.94,12.27,1.61,0.991,1.14,2.5921,10.73,1.55,0.994,1.1,-0.0022,0
NL_STATIC_DENSE_V001_W0088,NL_STATIC_DENSE_V001,88,21.33,23.28,1.5,0.999,1.42,2.25,21.09,1.53,0.981,1.42,-0.0094,0
NL_STATIC_DENSE_V001_W0089,NL_STATIC_DENSE_V001,89,21.94,23.61,1.66,0.991,1.3,2.7556,22.13,1.63,0.985,1.37,-0.0001,0
NL_STATIC_DENSE_V001_W0090,NL_STATIC_DENSE_V001,90,25.99,28.38,0.91,0.996,1.46,0.8281,25.63,1.09,0.989,1.4,0.0083,0
NL_STATIC_DENSE_V001_W0091,NL_STATIC_DENSE_V001,91,20.84,23.58,1.6,0.998,1.39,2.56,20.59,1.59,0.984,1.49,0.007,0
NL_STATIC_DENSE_V001_W0092,NL_STATIC_DENSE_V001,92,28.88,29.96,1.56,0.999,1.49,2.4336,28.42,1.64,0.986,1.58,0.0083,0
NL_STATIC_DENSE_V001_W0093,NL_STATIC_DENSE_V001,93,29.42,32.31,1.21,0.999,1.64,1.4641,28.96,1.25,0.985,1.56,0.0066,0
NL_STATIC_DENSE_V001_W0094,NL_STATIC_DENSE_V001,94,11.54,13.93,1.01,0.997,1.05,1.0201,11.83,0.94,0.993,1.13,0.0008,0
NL_STATIC_DENSE_V001_W0095,NL_STATIC_DENSE_V001,95,22.32,23.78,0.54,0.999,1.3,0.2916,22.76,0.66,1.0,1.27,0.0006,0
NL_STATIC_DENSE_V001_W0096,NL_STATIC_DENSE_V001,96,25.34,27.15,1.22,0.996,1.55,1.4884,25.26,1.19,0.995,1.5,0.0054,0
NL_STATIC_DENSE_V001_W0097,NL_STATIC_DENSE_V001,97,12.21,13.92,0.93,0.993,1.1,0.8649,12.7,0.9,0.988,1.14,-0.0096,0
NL_STATIC_DENSE_V001_W0098,NL_STATIC_DENSE_V001,98,14.37,17.27,1.68,0.991,1.19,2.8224,14.33,1.72,0.983,1.29,0.0089,0
NL_STATIC_DENSE_V001_W0099,NL_STATIC_DENSE_V001,99,14.63,17.52,1.47,0.996,1.22,2.1609,14.35,1.35,0.996,1.19,-0.0065,0
NL_STATIC_DENSE_V002_W0000,NL_STATIC_DENSE_V002,0,31.74,34.67,1.83,0.999,1.73,3.3489,31.99,1.9,0.983,1.79,-0.0021,0
NL_STATIC_DENSE_V002_W0001,NL_STATIC_DENSE_V002,1,36.73,38.18,1.31,0.996,1.77,1.7161,36.5,1.16,0.998,1.86,0.0075,0
NL_STATIC_DENSE_V002_W0002,NL_STATIC_DENSE_V002,2,55.86,58.48,1.48,0.996,2.13,2.1904,55.62,1.57,0.99,2.05,-0.0025,0
NL_STATIC_DENSE_V002_W0003,NL_STATIC_DENSE_V002,3,36.61,38.97,0.61,0.999,1.75,0.3721,36.93,0.55,0.994,1.76,0.0018,0
NL_STATIC_DENSE_V002_W0004,NL_STATIC_DENSE_V002,4,38.01,40.77,1.7,0.997,1.85,2.89,38.35,1.78,0.994,1.87,0.0042,0
NL_STATIC_DENSE_V002_W0005,NL_STATIC_DENSE_V002,5,52.58,53.9,1.82,0.999,2.04,3.3124,52.42,1.92,0.983,2.1,-0.0074,0
NL_STATIC_DENSE_V002_W0006,NL_STATIC_DENSE_V002,6,54.96,56.98,0.51,0.993,2.22,0.2601,54.72,0.56,0.991,2.27,0.0026,0
NL_STATIC_DENSE_V002_W0007,NL_STATIC_DENSE_V002,7,33.21,35.73,1.31,1.0,1.63,1.7161,32.81,1.49,0.994,1.55,0.0086,0
NL_STATIC_DENSE_V002_W0008,NL_STATIC_DENSE_V002,8,39.03,41.45,0.6,0.996,1.77,0.36,39.4,0.79,0.999,1.82,-0.0091,0
NL_STATIC_DENSE_V002_W0009,NL_STATIC_DENSE_V002,9,33.9,36.42,0.54,0.99,1.65,0.2916,34.09,0.52,0.985,1.74,0.0054,0
NL_STATIC_DENSE_V002_W0010,NL_STATIC_DENSE_V002,10,42.79,44.69,0.75,0.998,1.93,0.5625,42.97,0.81,0.985,2.03,-0.0084,0
NL_STATIC_DENSE_V002_W0011,NL_STATIC_DENSE_V002,11,34.53,36.4,1.92,0.994,1.72,3.6864,35.02,1.88,0.998,1.67,-0.0045,0
NL_STATIC_DENSE_V002_W0012,NL_STATIC_DENSE_V002,12,36.39,37.46,1.48,0.994,1.81,2.1904,36.08,1.62,0.996,1.87,0.0094,0
NL_STATIC_DENSE_V002_W0013,NL_STATIC_DENSE_V002,13,55.34,57.87,1.44,0.991,2.11,2.0736,55.64,1.43,0.982,2.03,0.0023,0
NL_STATIC_DENSE_V002_W0014,NL_STATIC_DENSE_V002,14,50.57,52.43,0.8,0.995,2.0,0.64,50.86,0.72,0.989,1.9,-0.0046,0
NL_STATIC_DENSE_V002_W0015,NL_STATIC_DENSE_V002,15,32.17,33.96,1.22,0.996,1.6,1.4884,32.45,1.04,0.99,1.52,0.0072,0
NL_STATIC_DENSE_V002_W0016,NL_STATIC_DENSE_V002,16,37.26,40.23,0.71,0.995,1.79,0.5041,36.77,0.64,0.99,1.7,0.0012,0
NL_STATIC_DENSE_V002_W0017,NL_STATIC_DENSE_V002,17,40.52,41.59,0.62,0.994,1.77,0.3844,40.82,0.5,0.983,1.69,0.0038,0
NL_STATIC_DENSE_V002_W0018,NL_STATIC_DENSE_V002,18,49.09,51.51,0.55,0.999,1.96,0.3025,49.46,0.63,0.996,1.93,0.0042,0
NL_STATIC_DENSE_V002_W0019,NL_STATIC_DENSE_V002,19,54.44,55.6,1.84,0.995,2.24,3.3856,54.47,1.93,0.982,2.15,0.0029,0
NL_STATIC_DENSE_V002_W0020,NL_STATIC_DENSE_V002,20,37.41,38.73,1.81,0.992,1.86,3.2761,37.7,1.87,0.99,1.87,-0.0064,0
NL_STATIC_DENSE_V002_W0021,NL_STATIC_DENSE_V002,21,51.58,53.03,1.99,1.0,2.14,3.9601,51.15,1.81,0.985,2.13,0.0036,0
NL_STATIC_DENSE_V002_W0022,NL_STATIC_DENSE_V002,22,56.05,58.5,1.61,0.994,2.19,2.5921,55.59,1.76,0.992,2.18,0.0098,0
NL_STATIC_DENSE_V002_W0023,NL_STATIC_DENSE_V002,23,51.76,53.73,1.81,0.999,2.1,3.2761,52.17,1.69,0.992,2.12,0.0018,0
NL_STATIC_DENSE_V002_W0024,NL_STATIC_DENSE_V002,24,51.99,53.26,1.57,0.999,2.06,2.4649,51.67,1.72,0.99,2.01,0.0094,0
NL_STATIC_DENSE_V002_W0025,NL_STATIC_DENSE_V002,25,56.12,58.01,1.27,0.994,2.24,1.6129,56.59,1.18,0.993,2.2,-0.0022,0
NL_STATIC_DENSE_V002_W0026,NL_STATIC_DENSE_V002,26,53.2,54.47,1.95,0.995,2.1,3.8025,53.22,1.89,0.997,2.08,-0.0066,0
NL_STATIC_DENSE_V002_W0027,NL_STATIC_DENSE_V002,27,37.46,39.7,1.56,0.992,1.7,2.4336,37.63,1.55,0.997,1.76,0.0047,0
NL_STATIC_DENSE_V002_W0028,NL_STATIC_DENSE_V002,28,47.56,50.3,0.81,0.991,1.97,0.6561,48.0,0.62,0.982,1.96,0.0006,0
NL_STATIC_DENSE_V002_W0029,NL_STATIC_DENSE_V002,29,58.02,59.65,1.26,0.99,2.2,1.5876,57.52,1.44,0.993,2.27,0.0093,0
NL_STATIC_DENSE_V002_W0030,NL_STATIC_DENSE_V002,30,43.64,45.67,1.23,0.997,1.84,1.5129,43.85,1.11,0.993,1.94,-0.0038,0
NL_STATIC_DENSE_V002_W0031,NL_STATIC_DENSE_V002,31,32.82,35.16,1.17,0.999,1.59,1.3689,33.26,1.24,0.99,1.61,0.0068,0
NL_STATIC_DENSE_V002_W0032,NL_STATIC_DENSE_V002,32,56.07,58.21,0.55,0.999,2.26,0.3025,56.23,0.5,0.993,2.18,-0.0057,0
NL_STATIC_DENSE_V002_W0033,NL_STATIC_DENSE_V002,33,49.74,52.73,0.57,1.0,2.05,0.3249,49.8,0.67,0.998,2.03,0.0056,0
NL_STATIC_DENSE_V002_W0034,NL_STATIC_DENSE_V002,34,39.81,42.15,1.71,0.998,1.88,2.9241,39.43,1.73,0.98,1.85,0.0064,0
NL_STATIC_DENSE_V002_W0035,NL_STATIC_DENSE_V002,35,40.99,42.79,1.54,0.994,1.84,2.3716,40.72,1.37,0.992,1.88,-0.0025,0
NL_STATIC_DENSE_V002_W0036,NL_STATIC_DENSE_V002,36,48.58,50.51,1.07,0.999,2.04,1.1449,48.43,1.02,0.988,2.06,-0.0095,0
NL_STATIC_DENSE_V002_W0037,NL_STATIC_DENSE_V002,37,46.01,48.22,1.65,0.998,2.02,2.7225,45.7,1.45,0.993,2.1,-0.0096,0
NL_STATIC_DENSE_V002_W0038,NL_STATIC_DENSE_V002,38,37.3,40.16,0.59,0.999,1.73,0.3481,37.06,0.5,0.986,1.79,-0.0003,0
NL_STATIC_DENSE_V002_W0039,NL_STATIC_DENSE_V002,39,46.17,47.8,1.42,0.997,1.93,2.0164,45.86,1.49,0.984,1.94,-0.0076,0
NL_STATIC_DENSE_V002_W0040,NL_STATIC_DENSE_V002,40,51.27,52.49,1.35,0.993,2.19,1.8225,51.32,1.17,0.993,2.29,0.0061,0
NL_STATIC_DENSE_V002_W0041,NL_STATIC_DENSE_V002,41,48.05,50.69,1.83,0.992,1.97,3.3489,48.39,1.99,0.987,1.91,-0.0018,0
NL_STATIC_DENSE_V002_W0042,NL_STATIC_DENSE_V002,42,53.42,54.97,1.73,0.994,2.19,2.9929,53.37,1.77,0.983,2.24,0.0025,0
NL_STATIC_DENSE_V002_W0043,NL_STATIC_DENSE_V002,43,55.88,57.32,0.64,0.99,2.24,0.4096,55.62,0.6,0.992,2.24,0.0009,0
NL_STATIC_DENSE_V002_W0044,NL_STATIC_DENSE_V002,44,59.63,60.91,1.54,0.994,2.29,2.3716,60.12,1.39,0.982,2.34,0.0038,0
NL_STATIC_DENSE_V002_W0045,NL_STATIC_DENSE_V002,45,47.35,48.9,0.62,0.991,2.09,0.3844,47.08,0.56,0.981,2.09,-0.0035,0
NL_STATIC_DENSE_V002_W0046,NL_STATIC_DENSE_V002,46,32.03,34.63,0.85,0.995,1.71,0.7225,31.85,0.78,0.993,1.81,0.0007,0
NL_STATIC_DENSE_V002_W0047,NL_STATIC_DENSE_V002,47,49.86,51.97,1.6,0.995,1.98,2.56,49.53,1.67,0.984,1.99,0.0092,0
NL_STATIC_DENSE_V002_W0048,NL_STATIC_DENSE_V002,48,32.9,34.8,1.63,0.993,1.69,2.6569,32.63,1.59,0.983,1.79,0.0085,0
NL_STATIC_DENSE_V002_W0049,NL_STATIC_DENSE_V002,49,57.81,59.89,1.76,0.995,2.29,3.0976,57.44,1.89,0.996,2.33,0.0051,0
NL_STATIC_DENSE_V002_W0050,NL_STATIC_DENSE_V002,50,31.08,32.69,0.89,0.994,1.53,0.7921,30.89,0.85,0.989,1.55,0.0011,0
NL_STATIC_DENSE_V002_W0051,NL_STATIC_DENSE_V002,51,45.47,48.31,1.25,1.0,2.03,1.5625,45.09,1.37,0.988,2.11,0.0086,0
NL_STATIC_DENSE_V002_W0052,NL_STATIC_DENSE_V002,52,56.04,58.65,1.69,0.993,2.13,2.8561,56.24,1.62,1.0,2.16,-0.0065,0
NL_STATIC_DENSE_V002_W0053,NL_STATIC_DENSE_V002,53,54.67,55.94,1.79,0.999,2.18,3.2041,54.35,1.79,0.988,2.11,0.0053,0
NL_STATIC_DENSE_V002_W0054,NL_STATIC_DENSE_V002,54,41.03,42.16,0.54,0.991,1.95,0.2916,40.96,0.46,0.99,1.93,0.0093,0
NL_STATIC_DENSE_V002_W0055,NL_STATIC_DENSE_V002,55,33.17,35.45,0.82,0.996,1.69,0.6724,33.45,0.81,0.981,1.79,-0.0088,0
NL_STATIC_DENSE_V002_W0056,NL_STATIC_DENSE_V002,56,31.73,34.12,1.98,0.992,1.56,3.9204,31.33,2.05,0.981,1.56,-0.0039,0
NL_STATIC_DENSE_V002_W0057,NL_STATIC_DENSE_V002,57,59.9,62.53,1.42,0.993,2.34,2.0164,59.53,1.58,0.989,2.28,-0.0015,0
NL_STATIC_DENSE_V002_W0058,NL_STATIC_DENSE_V002,58,41.03,42.86,1.74,0.997,1.91,3.0276,41.01,1.55,0.985,1.96,-0.0017,0
NL_STATIC_DENSE_V002_W0059,NL_STATIC_DENSE_V002,59,34.11,36.18,0.82,0.99,1.63,0.6724,34.57,0.82,0.982,1.64,0.006,0
NL_STATIC_DENSE_V002_W0060,NL_STATIC_DENSE_V002,60,43.63,46.32,0.65,0.995,1.85,0.4225,43.61,0.6,0.988,1.84,0.0047,0
NL_STATIC_DENSE_V002_W0061,NL_STATIC_DENSE_V002,61,53.55,56.33,1.93,0.998,2.12,3.7249,53.31,2.07,0.981,2.2,-0.0012,0
NL_STATIC_DENSE_V002_W0062,NL_STATIC_DENSE_V002,62,43.84,46.12,1.49,0.999,1.95,2.2201,43.86,1.35,0.995,1.95,-0.0087,0
NL_STATIC_DENSE_V002_W0063,NL_STATIC_DENSE_V002,63,50.41,51.49,0.63,0.997,2.0,0.3969,50.86,0.72,0.987,1.96,-0.0098,0
NL_STATIC_DENSE_V002_W0064,NL_STATIC_DENSE_V002,64,40.49,43.04,1.49,0.992,1.78,2.2201,40.76,1.4,0.98,1.69,0.0032,0
NL_STATIC_DENSE_V002_W0065,NL_STATIC_DENSE_V002,65,59.04,60.63,1.65,0.996,2.27,2.7225,59.15,1.76,0.993,2.27,-0.0076,0
NL_STATIC_DENSE_V002_W0066,NL_STATIC_DENSE_V002,66,31.26,34.2,1.7,0.993,1.71,2.89,31.51,1.82,0.993,1.64,0.0016,0
NL_STATIC_DENSE_V002_W0067,NL_STATIC_DENSE_V002,67,40.15,43.0,0.84,0.994,1.82,0.7056,40.59,0.73,0.982,1.76,0.0023,0
NL_STATIC_DENSE_V002_W0068,NL_STATIC_DENSE_V002,68,56.61,58.9,0.93,0.998,2.3,0.8649,56.36,1.03,0.989,2.37,0.0084,0
NL_STATIC_DENSE_V002_W0069,NL_STATIC_DENSE_V002,69,51.85,54.41,1.48,0.992,2.13,2.1904,51.4,1.35,0.983,2.17,0.0087,0
NL_STATIC_DENSE_V002_W0070,NL_STATIC_DENSE_V002,70,54.53,55.96,1.26,0.998,2.23,1.5876,54.54,1.18,0.991,2.27,0.0018,0
NL_STATIC_DENSE_V002_W0071,NL_STATIC_DENSE_V002,71,56.2,58.47,1.64,0.992,2.21,2.6896,56.43,1.84,0.982,2.19,-0.0051,0
NL_STATIC_DENSE_V002_W0072,NL_STATIC_DENSE_V002,72,54.0,55.41,1.33,0.997,2.19,1.7689,54.29,1.35,0.98,2.24,-0.0029,0
NL_STATIC_DENSE_V002_W0073,NL_STATIC_DENSE_V002,73,31.06,33.55,0.8,1.0,1.59,0.64,30.86,0.95,1.0,1.56,-0.007,0
NL_STATIC_DENSE_V002_W0074,NL_STATIC_DENSE_V002,74,43.46,45.9,1.83,0.996,1.89,3.3489,42.96,1.88,0.987,1.95,0.0039,0
NL_STATIC_DENSE_V002_W0075,NL_STATIC_DENSE_V002,75,32.79,34.97,1.22,0.996,1.57,1.4884,32.85,1.26,0.994,1.63,0.0012,0
NL_STATIC_DENSE_V002_W0076,NL_STATIC_DENSE_V002,76,38.09,40.74,1.25,0.991,1.69,1.5625,38.3,1.36,0.99,1.68,0.0057,0
NL_STATIC_DENSE_V002_W0077,NL_STATIC_DENSE_V002,77,34.42,36.08,1.15,0.991,1.64,1.3225,34.92,1.32,0.993,1.62,0.0047,0
NL_STATIC_DENSE_V002_W0078,NL_STATIC_DENSE_V002,78,49.09,51.66,0.68,0.994,2.12,0.4624,49.17,0.55,0.987,2.08,0.0014,0
NL_STATIC_DENSE_V002_W0079,NL_STATIC_DENSE_V002,79,30.79,31.83,1.75,0.993,1.61,3.0625,30.55,1.72,0.997,1.68,0.0088,0
NL_STATIC_DENSE_V002_W0080,NL_STATIC_DENSE_V002,80,35.58,38.19,1.19,0.995,1.65,1.4161,35.58,1.16,0.995,1.7,0.0046,0
NL_STATIC_DENSE_V002_W0081,NL_STATIC_DENSE_V002,81,34.77,36.99,0.7,0.998,1.73,0.49,34.32,0.62,0.985,1.68,-0.0086,0
NL_STATIC_DENSE_V002_W0082,NL_STATIC_DENSE_V002,82,57.19,58.69,0.91,0.998,2.24,0.8281,57.18,0.72,0.981,2.32,-0.0087,0
NL_STATIC_DENSE_V002_W0083,NL_STATIC_DENSE_V002,83,34.18,36.24,1.12,0.993,1.77,1.2544,34.64,1.14,0.999,1.68,0.0033,0
